fonte,ano,ano_escolar,nome_original,nome_sem_codigo,chave_nome,arquivo_origem,nome_vinculo_original,assessora,status_correspondencia
CAEd,2025,4,EMEF JOAO ANTONIO SATTE,EMEF JOAO ANTONIO SATTE,EMEF JOAO ANTONIO SATTE,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF JOAO ANTONIO SATTE,eliane,exata_normalizada
CAEd,2025,5,EMEF JOAO ANTONIO SATTE,EMEF JOAO ANTONIO SATTE,EMEF JOAO ANTONIO SATTE,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF JOAO ANTONIO SATTE,eliane,exata_normalizada
CAEd,2026,1,EMEF JOAO ANTONIO SATTE,EMEF JOAO ANTONIO SATTE,EMEF JOAO ANTONIO SATTE,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF JOAO ANTONIO SATTE,eliane,exata_normalizada
CAEd,2026,2,EMEF JOAO ANTONIO SATTE,EMEF JOAO ANTONIO SATTE,EMEF JOAO ANTONIO SATTE,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF JOAO ANTONIO SATTE,eliane,exata_normalizada
CAEd,2026,3,EMEF JOAO ANTONIO SATTE,EMEF JOAO ANTONIO SATTE,EMEF JOAO ANTONIO SATTE,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF JOAO ANTONIO SATTE,eliane,exata_normalizada
CAEd,2026,4,EMEF JOAO ANTONIO SATTE,EMEF JOAO ANTONIO SATTE,EMEF JOAO ANTONIO SATTE,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF JOAO ANTONIO SATTE,eliane,exata_normalizada
CAEd,2026,5,EMEF JOAO ANTONIO SATTE,EMEF JOAO ANTONIO SATTE,EMEF JOAO ANTONIO SATTE,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF JOAO ANTONIO SATTE,eliane,exata_normalizada
CAEd,2025,1,EMEF JOAO CARLOS D AVILA PAIXAO CORTES (LACADOR),EMEF JOAO CARLOS D AVILA PAIXAO CORTES (LACADOR),EMEF JOAO CARLOS D AVILA PAIXAO CORTES LACADOR,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,,,nao_correspondida
CAEd,2025,2,EMEF JOAO CARLOS D AVILA PAIXAO CORTES (LACADOR),EMEF JOAO CARLOS D AVILA PAIXAO CORTES (LACADOR),EMEF JOAO CARLOS D AVILA PAIXAO CORTES LACADOR,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,,,nao_correspondida
CAEd,2025,3,EMEF JOAO CARLOS D AVILA PAIXAO CORTES (LACADOR),EMEF JOAO CARLOS D AVILA PAIXAO CORTES (LACADOR),EMEF JOAO CARLOS D AVILA PAIXAO CORTES LACADOR,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,,,nao_correspondida
CAEd,2025,4,EMEF JOAO CARLOS D AVILA PAIXAO CORTES (LACADOR),EMEF JOAO CARLOS D AVILA PAIXAO CORTES (LACADOR),EMEF JOAO CARLOS D AVILA PAIXAO CORTES LACADOR,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,,,nao_correspondida
CAEd,2026,1,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,EMEF JOAO CARLOS DAVILA PAIXAO CORTES LACADOR,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,julia,exata_normalizada
CAEd,2026,2,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,EMEF JOAO CARLOS DAVILA PAIXAO CORTES LACADOR,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,julia,exata_normalizada
CAEd,2026,3,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,EMEF JOAO CARLOS DAVILA PAIXAO CORTES LACADOR,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,julia,exata_normalizada
CAEd,2026,4,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,EMEF JOAO CARLOS DAVILA PAIXAO CORTES LACADOR,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,julia,exata_normalizada
CAEd,2026,5,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,EMEF JOAO CARLOS DAVILA PAIXAO CORTES LACADOR,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,julia,exata_normalizada
CAEd,2025,1,EMEF JOSE LOUREIRO DA SILVA,EMEF JOSE LOUREIRO DA SILVA,EMEF JOSE LOUREIRO DA SILVA,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF JOSE LOUREIRO DA SILVA,jalize,exata_normalizada
CAEd,2025,2,EMEF JOSE LOUREIRO DA SILVA,EMEF JOSE LOUREIRO DA SILVA,EMEF JOSE LOUREIRO DA SILVA,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF JOSE LOUREIRO DA SILVA,jalize,exata_normalizada
CAEd,2025,3,EMEF JOSE LOUREIRO DA SILVA,EMEF JOSE LOUREIRO DA SILVA,EMEF JOSE LOUREIRO DA SILVA,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF JOSE LOUREIRO DA SILVA,jalize,exata_normalizada
CAEd,2025,4,EMEF JOSE LOUREIRO DA SILVA,EMEF JOSE LOUREIRO DA SILVA,EMEF JOSE LOUREIRO DA SILVA,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF JOSE LOUREIRO DA SILVA,jalize,exata_normalizada
CAEd,2025,5,EMEF JOSE LOUREIRO DA SILVA,EMEF JOSE LOUREIRO DA SILVA,EMEF JOSE LOUREIRO DA SILVA,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF JOSE LOUREIRO DA SILVA,jalize,exata_normalizada
CAEd,2026,1,EMEF JOSE LOUREIRO DA SILVA,EMEF JOSE LOUREIRO DA SILVA,EMEF JOSE LOUREIRO DA SILVA,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF JOSE LOUREIRO DA SILVA,jalize,exata_normalizada
CAEd,2026,2,EMEF JOSE LOUREIRO DA SILVA,EMEF JOSE LOUREIRO DA SILVA,EMEF JOSE LOUREIRO DA SILVA,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF JOSE LOUREIRO DA SILVA,jalize,exata_normalizada
CAEd,2026,3,EMEF JOSE LOUREIRO DA SILVA,EMEF JOSE LOUREIRO DA SILVA,EMEF JOSE LOUREIRO DA SILVA,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF JOSE LOUREIRO DA SILVA,jalize,exata_normalizada
CAEd,2026,4,EMEF JOSE LOUREIRO DA SILVA,EMEF JOSE LOUREIRO DA SILVA,EMEF JOSE LOUREIRO DA SILVA,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF JOSE LOUREIRO DA SILVA,jalize,exata_normalizada
CAEd,2026,5,EMEF JOSE LOUREIRO DA SILVA,EMEF JOSE LOUREIRO DA SILVA,EMEF JOSE LOUREIRO DA SILVA,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF JOSE LOUREIRO DA SILVA,jalize,exata_normalizada
CAEd,2025,1,EMEF JOSE MARIANO BECK,EMEF JOSE MARIANO BECK,EMEF JOSE MARIANO BECK,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF JOSE MARIANO BECK,nathalia,exata_normalizada
CAEd,2025,2,EMEF JOSE MARIANO BECK,EMEF JOSE MARIANO BECK,EMEF JOSE MARIANO BECK,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF JOSE MARIANO BECK,nathalia,exata_normalizada
CAEd,2025,3,EMEF JOSE MARIANO BECK,EMEF JOSE MARIANO BECK,EMEF JOSE MARIANO BECK,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF JOSE MARIANO BECK,nathalia,exata_normalizada
CAEd,2025,4,EMEF JOSE MARIANO BECK,EMEF JOSE MARIANO BECK,EMEF JOSE MARIANO BECK,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF JOSE MARIANO BECK,nathalia,exata_normalizada
CAEd,2025,5,EMEF JOSE MARIANO BECK,EMEF JOSE MARIANO BECK,EMEF JOSE MARIANO BECK,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF JOSE MARIANO BECK,nathalia,exata_normalizada
CAEd,2026,1,EMEF JOSE MARIANO BECK,EMEF JOSE MARIANO BECK,EMEF JOSE MARIANO BECK,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF JOSE MARIANO BECK,nathalia,exata_normalizada
CAEd,2026,2,EMEF JOSE MARIANO BECK,EMEF JOSE MARIANO BECK,EMEF JOSE MARIANO BECK,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF JOSE MARIANO BECK,nathalia,exata_normalizada
CAEd,2026,3,EMEF JOSE MARIANO BECK,EMEF JOSE MARIANO BECK,EMEF JOSE MARIANO BECK,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF JOSE MARIANO BECK,nathalia,exata_normalizada
CAEd,2026,4,EMEF JOSE MARIANO BECK,EMEF JOSE MARIANO BECK,EMEF JOSE MARIANO BECK,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF JOSE MARIANO BECK,nathalia,exata_normalizada
CAEd,2026,5,EMEF JOSE MARIANO BECK,EMEF JOSE MARIANO BECK,EMEF JOSE MARIANO BECK,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF JOSE MARIANO BECK,nathalia,exata_normalizada
CAEd,2025,1,EMEF LAURO RODRIGUES,EMEF LAURO RODRIGUES,EMEF LAURO RODRIGUES,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF LAURO RODRIGUES,clarissa,exata_normalizada
CAEd,2025,2,EMEF LAURO RODRIGUES,EMEF LAURO RODRIGUES,EMEF LAURO RODRIGUES,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF LAURO RODRIGUES,clarissa,exata_normalizada
CAEd,2025,3,EMEF LAURO RODRIGUES,EMEF LAURO RODRIGUES,EMEF LAURO RODRIGUES,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF LAURO RODRIGUES,clarissa,exata_normalizada
CAEd,2025,4,EMEF LAURO RODRIGUES,EMEF LAURO RODRIGUES,EMEF LAURO RODRIGUES,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF LAURO RODRIGUES,clarissa,exata_normalizada
CAEd,2025,5,EMEF LAURO RODRIGUES,EMEF LAURO RODRIGUES,EMEF LAURO RODRIGUES,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF LAURO RODRIGUES,clarissa,exata_normalizada
CAEd,2026,1,EMEF LAURO RODRIGUES,EMEF LAURO RODRIGUES,EMEF LAURO RODRIGUES,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF LAURO RODRIGUES,clarissa,exata_normalizada
CAEd,2026,2,EMEF LAURO RODRIGUES,EMEF LAURO RODRIGUES,EMEF LAURO RODRIGUES,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF LAURO RODRIGUES,clarissa,exata_normalizada
CAEd,2026,3,EMEF LAURO RODRIGUES,EMEF LAURO RODRIGUES,EMEF LAURO RODRIGUES,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF LAURO RODRIGUES,clarissa,exata_normalizada
CAEd,2026,4,EMEF LAURO RODRIGUES,EMEF LAURO RODRIGUES,EMEF LAURO RODRIGUES,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF LAURO RODRIGUES,clarissa,exata_normalizada
CAEd,2026,5,EMEF LAURO RODRIGUES,EMEF LAURO RODRIGUES,EMEF LAURO RODRIGUES,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF LAURO RODRIGUES,clarissa,exata_normalizada
CAEd,2025,1,EMEF LEOCADIA FELIZARDO PRESTES,EMEF LEOCADIA FELIZARDO PRESTES,EMEF LEOCADIA FELIZARDO PRESTES,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF LEOCADIA FELIZARDO PRESTES,graziela,exata_normalizada
CAEd,2025,2,EMEF LEOCADIA FELIZARDO PRESTES,EMEF LEOCADIA FELIZARDO PRESTES,EMEF LEOCADIA FELIZARDO PRESTES,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF LEOCADIA FELIZARDO PRESTES,graziela,exata_normalizada
CAEd,2025,3,EMEF LEOCADIA FELIZARDO PRESTES,EMEF LEOCADIA FELIZARDO PRESTES,EMEF LEOCADIA FELIZARDO PRESTES,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF LEOCADIA FELIZARDO PRESTES,graziela,exata_normalizada
CAEd,2025,4,EMEF LEOCADIA FELIZARDO PRESTES,EMEF LEOCADIA FELIZARDO PRESTES,EMEF LEOCADIA FELIZARDO PRESTES,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF LEOCADIA FELIZARDO PRESTES,graziela,exata_normalizada
CAEd,2025,5,EMEF LEOCADIA FELIZARDO PRESTES,EMEF LEOCADIA FELIZARDO PRESTES,EMEF LEOCADIA FELIZARDO PRESTES,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF LEOCADIA FELIZARDO PRESTES,graziela,exata_normalizada
CAEd,2026,1,EMEF LEOCADIA FELIZARDO PRESTES,EMEF LEOCADIA FELIZARDO PRESTES,EMEF LEOCADIA FELIZARDO PRESTES,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF LEOCADIA FELIZARDO PRESTES,graziela,exata_normalizada
CAEd,2026,2,EMEF LEOCADIA FELIZARDO PRESTES,EMEF LEOCADIA FELIZARDO PRESTES,EMEF LEOCADIA FELIZARDO PRESTES,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF LEOCADIA FELIZARDO PRESTES,graziela,exata_normalizada
CAEd,2026,3,EMEF LEOCADIA FELIZARDO PRESTES,EMEF LEOCADIA FELIZARDO PRESTES,EMEF LEOCADIA FELIZARDO PRESTES,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF LEOCADIA FELIZARDO PRESTES,graziela,exata_normalizada
CAEd,2026,4,EMEF LEOCADIA FELIZARDO PRESTES,EMEF LEOCADIA FELIZARDO PRESTES,EMEF LEOCADIA FELIZARDO PRESTES,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF LEOCADIA FELIZARDO PRESTES,graziela,exata_normalizada
CAEd,2026,5,EMEF LEOCADIA FELIZARDO PRESTES,EMEF LEOCADIA FELIZARDO PRESTES,EMEF LEOCADIA FELIZARDO PRESTES,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF LEOCADIA FELIZARDO PRESTES,graziela,exata_normalizada
CAEd,2025,1,EMEF LIDOVINO FANTON,EMEF LIDOVINO FANTON,EMEF LIDOVINO FANTON,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF LIDOVINO FANTON,julia,exata_normalizada
CAEd,2025,2,EMEF LIDOVINO FANTON,EMEF LIDOVINO FANTON,EMEF LIDOVINO FANTON,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF LIDOVINO FANTON,julia,exata_normalizada
CAEd,2025,3,EMEF LIDOVINO FANTON,EMEF LIDOVINO FANTON,EMEF LIDOVINO FANTON,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF LIDOVINO FANTON,julia,exata_normalizada
CAEd,2025,4,EMEF LIDOVINO FANTON,EMEF LIDOVINO FANTON,EMEF LIDOVINO FANTON,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF LIDOVINO FANTON,julia,exata_normalizada
CAEd,2025,5,EMEF LIDOVINO FANTON,EMEF LIDOVINO FANTON,EMEF LIDOVINO FANTON,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF LIDOVINO FANTON,julia,exata_normalizada
CAEd,2026,1,EMEF LIDOVINO FANTON,EMEF LIDOVINO FANTON,EMEF LIDOVINO FANTON,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF LIDOVINO FANTON,julia,exata_normalizada
CAEd,2026,2,EMEF LIDOVINO FANTON,EMEF LIDOVINO FANTON,EMEF LIDOVINO FANTON,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF LIDOVINO FANTON,julia,exata_normalizada
CAEd,2026,3,EMEF LIDOVINO FANTON,EMEF LIDOVINO FANTON,EMEF LIDOVINO FANTON,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF LIDOVINO FANTON,julia,exata_normalizada
CAEd,2026,4,EMEF LIDOVINO FANTON,EMEF LIDOVINO FANTON,EMEF LIDOVINO FANTON,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF LIDOVINO FANTON,julia,exata_normalizada
CAEd,2026,5,EMEF LIDOVINO FANTON,EMEF LIDOVINO FANTON,EMEF LIDOVINO FANTON,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF LIDOVINO FANTON,julia,exata_normalizada
CAEd,2025,1,EMEF MARIO QUINTANA,EMEF MARIO QUINTANA,EMEF MARIO QUINTANA,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF MARIO QUINTANA,ruti,exata_normalizada
CAEd,2025,2,EMEF MARIO QUINTANA,EMEF MARIO QUINTANA,EMEF MARIO QUINTANA,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF MARIO QUINTANA,ruti,exata_normalizada
CAEd,2025,3,EMEF MARIO QUINTANA,EMEF MARIO QUINTANA,EMEF MARIO QUINTANA,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF MARIO QUINTANA,ruti,exata_normalizada
CAEd,2025,4,EMEF MARIO QUINTANA,EMEF MARIO QUINTANA,EMEF MARIO QUINTANA,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF MARIO QUINTANA,ruti,exata_normalizada
CAEd,2025,5,EMEF MARIO QUINTANA,EMEF MARIO QUINTANA,EMEF MARIO QUINTANA,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF MARIO QUINTANA,ruti,exata_normalizada
CAEd,2026,1,EMEF MARIO QUINTANA,EMEF MARIO QUINTANA,EMEF MARIO QUINTANA,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF MARIO QUINTANA,ruti,exata_normalizada
CAEd,2026,2,EMEF MARIO QUINTANA,EMEF MARIO QUINTANA,EMEF MARIO QUINTANA,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF MARIO QUINTANA,ruti,exata_normalizada
CAEd,2026,3,EMEF MARIO QUINTANA,EMEF MARIO QUINTANA,EMEF MARIO QUINTANA,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF MARIO QUINTANA,ruti,exata_normalizada
CAEd,2026,4,EMEF MARIO QUINTANA,EMEF MARIO QUINTANA,EMEF MARIO QUINTANA,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF MARIO QUINTANA,ruti,exata_normalizada
CAEd,2026,5,EMEF MARIO QUINTANA,EMEF MARIO QUINTANA,EMEF MARIO QUINTANA,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF MARIO QUINTANA,ruti,exata_normalizada
CAEd,2025,1,EMEF MIGRANTES,EMEF MIGRANTES,EMEF MIGRANTES,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF MIGRANTES,nathalia,exata_normalizada
CAEd,2025,2,EMEF MIGRANTES,EMEF MIGRANTES,EMEF MIGRANTES,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF MIGRANTES,nathalia,exata_normalizada
CAEd,2025,3,EMEF MIGRANTES,EMEF MIGRANTES,EMEF MIGRANTES,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF MIGRANTES,nathalia,exata_normalizada
CAEd,2025,4,EMEF MIGRANTES,EMEF MIGRANTES,EMEF MIGRANTES,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF MIGRANTES,nathalia,exata_normalizada
CAEd,2025,5,EMEF MIGRANTES,EMEF MIGRANTES,EMEF MIGRANTES,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF MIGRANTES,nathalia,exata_normalizada
CAEd,2026,1,EMEF MIGRANTES,EMEF MIGRANTES,EMEF MIGRANTES,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF MIGRANTES,nathalia,exata_normalizada
CAEd,2026,2,EMEF MIGRANTES,EMEF MIGRANTES,EMEF MIGRANTES,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF MIGRANTES,nathalia,exata_normalizada
CAEd,2026,3,EMEF MIGRANTES,EMEF MIGRANTES,EMEF MIGRANTES,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF MIGRANTES,nathalia,exata_normalizada
CAEd,2026,4,EMEF MIGRANTES,EMEF MIGRANTES,EMEF MIGRANTES,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF MIGRANTES,nathalia,exata_normalizada
CAEd,2026,5,EMEF MIGRANTES,EMEF MIGRANTES,EMEF MIGRANTES,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF MIGRANTES,nathalia,exata_normalizada
CAEd,2025,1,EMEF MORADAS DA HIPICA,EMEF MORADAS DA HIPICA,EMEF MORADAS DA HIPICA,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF MORADAS DA HIPICA,amanda,exata_normalizada
CAEd,2025,2,EMEF MORADAS DA HIPICA,EMEF MORADAS DA HIPICA,EMEF MORADAS DA HIPICA,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF MORADAS DA HIPICA,amanda,exata_normalizada
CAEd,2025,3,EMEF MORADAS DA HIPICA,EMEF MORADAS DA HIPICA,EMEF MORADAS DA HIPICA,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF MORADAS DA HIPICA,amanda,exata_normalizada
CAEd,2025,4,EMEF MORADAS DA HIPICA,EMEF MORADAS DA HIPICA,EMEF MORADAS DA HIPICA,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF MORADAS DA HIPICA,amanda,exata_normalizada
CAEd,2025,5,EMEF MORADAS DA HIPICA,EMEF MORADAS DA HIPICA,EMEF MORADAS DA HIPICA,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF MORADAS DA HIPICA,amanda,exata_normalizada
CAEd,2026,1,EMEF MORADAS DA HIPICA,EMEF MORADAS DA HIPICA,EMEF MORADAS DA HIPICA,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF MORADAS DA HIPICA,amanda,exata_normalizada
CAEd,2026,2,EMEF MORADAS DA HIPICA,EMEF MORADAS DA HIPICA,EMEF MORADAS DA HIPICA,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF MORADAS DA HIPICA,amanda,exata_normalizada
CAEd,2026,3,EMEF MORADAS DA HIPICA,EMEF MORADAS DA HIPICA,EMEF MORADAS DA HIPICA,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF MORADAS DA HIPICA,amanda,exata_normalizada
CAEd,2026,4,EMEF MORADAS DA HIPICA,EMEF MORADAS DA HIPICA,EMEF MORADAS DA HIPICA,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF MORADAS DA HIPICA,amanda,exata_normalizada
CAEd,2026,5,EMEF MORADAS DA HIPICA,EMEF MORADAS DA HIPICA,EMEF MORADAS DA HIPICA,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF MORADAS DA HIPICA,amanda,exata_normalizada
CAEd,2025,1,EMEF MORRO DA CRUZ,EMEF MORRO DA CRUZ,EMEF MORRO DA CRUZ,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF MORRO DA CRUZ,andreia,exata_normalizada
CAEd,2025,2,EMEF MORRO DA CRUZ,EMEF MORRO DA CRUZ,EMEF MORRO DA CRUZ,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_02anos_LP.csv,EMEF MORRO DA CRUZ,andreia,exata_normalizada
CAEd,2025,3,EMEF MORRO DA CRUZ,EMEF MORRO DA CRUZ,EMEF MORRO DA CRUZ,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_03anos_LP.csv,EMEF MORRO DA CRUZ,andreia,exata_normalizada
CAEd,2025,4,EMEF MORRO DA CRUZ,EMEF MORRO DA CRUZ,EMEF MORRO DA CRUZ,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_04anos_LP.csv,EMEF MORRO DA CRUZ,andreia,exata_normalizada
CAEd,2025,5,EMEF MORRO DA CRUZ,EMEF MORRO DA CRUZ,EMEF MORRO DA CRUZ,2025_1av_form_HABILIDADES_DESEMPENHO_TURMA_05anos_LP.csv,EMEF MORRO DA CRUZ,andreia,exata_normalizada
CAEd,2026,1,EMEF MORRO DA CRUZ,EMEF MORRO DA CRUZ,EMEF MORRO DA CRUZ,2026_1av_form_HABILIDADES_DESEMPENHO_TURMA_01anos_LP.csv,EMEF MORRO DA CRUZ,andreia,exata_normalizada
